"","X","SiteID","Longitude.y","Latitude.x","Month","Year","Examined","Pf_pos","Pf_per","AvgTemp","MaxTemp","Precip","ALAN","PopDens","AGambiae","ALAN.lg","ALAN.trans"
"164",164,880814,28.3968,-16.2983,4,2015,27,0,0,24.79999924,30.49875069,74.29434204,0.001607389,31.47108841,0.313713769,0.208814485110973,-0.931293002682415
"165",165,2135224,26.9016,-16.2654,11,2013,33,0,0,25.10000038,32.66689682,17.14908791,0.000265334,22.51675415,0.082249088,-0.560140155840064,-1.1920690319304
"166",166,851013,28.132,-16.249,4,2010,136,1,0.7353,20.60000038,27.09898949,162.2621765,0.003154568,22.81616402,0.045969105,0.500314432198107,-0.833686702162348
"167",167,850998,27.316,-16.216,4,2010,97,1,0.0103,22,28.53470802,162.0224457,0.002322694,56.76976013,0.20009413,0.367857772301028,-0.878002667312255
"168",168,880827,28.5802,-16.2137,4,2014,37,8,0.2162,25.39999962,31.17640686,59.65472412,0.001918921,31.47109413,0.30166939,0.285314441243346,-0.90564763478425
"169",169,880947,28.5963,-16.198,4,2016,37,3,0.0811,25.39999962,31.60603905,69.85638428,0.002120339,31.47109032,0.511338083,0.328448718046602,-0.891198232825715
"170",170,880826,28.5265,-16.1371,4,2014,20,0,0,22.10000038,27.4150753,72.38684845,0.002926434,31.47109222,0.215178224,0.467820243980976,-0.844553755367563
"171",171,880826,28.5175,-16.1366,4,2016,33,1,0.0303,22,27.85795784,82.89318085,0.002927297,31.47109222,0.215178224,0.467947861721925,-0.84451107077995
"172",172,880826,28.5173,-16.136,4,2015,22,0,0,22,27.30379105,84.45788574,0.002927297,31.47109222,0.215178224,0.467947861721925,-0.84451107077995
"173",173,880940,28.8082,-16.1327,4,2016,30,1,0.0333,26,32.74597549,65.19686127,0.00481619,31.47108841,0.262483874,0.683604415444146,-0.77243212945911
"174",174,880940,28.8067,-16.1301,4,2015,23,0,0,26,32.1433754,71.87120056,0.00481619,31.47108841,0.262483874,0.683604415444146,-0.77243212945911
"175",175,880940,28.813,-16.1296,4,2014,34,4,0.1176,26,32.26420593,57.10615158,0.00486376,31.47108841,0.262483874,0.687864139284088,-0.771009287756019
"176",176,840966,34.7924,-16.0379,4,2010,52,14,0.2692,27.10000038,33.11387253,68.37472534,0.0682204,487.012146,0.591331779,1.83397791733419,-0.388695246167043
"177",177,880847,28.702,-16.029,4,2014,25,1,0.04,25.5,31.24371338,61.70064163,0.004998845,31.47109222,0.576852124,0.699737592542732,-0.76704344309276
"178",178,880847,28.766,-16.0262,4,2015,29,1,0.0345,25.5,31.24359894,73.16027069,0.009423553,31.47109222,0.580886273,0.974675293763333,-0.675261774179912
"179",179,880847,28.7512,-16.02,4,2016,33,2,0.0606,25.60000038,31.84550667,68.16956329,0.008069545,31.47109032,0.580886273,0.907386904146715,-0.697716984070755
"180",180,880904,28.3937,-15.9533,4,2015,31,0,0,22.60000038,28.13105965,79.3660202,0.009198923,22.81616402,0.218298951,0.96420884165101,-0.678754338802819
"181",181,880904,28.3954,-15.9529,4,2014,46,9,0.1957,22.60000038,28.24928856,72.39963531,0.009198923,22.81616402,0.218298951,0.96420884165101,-0.678754338802819
"182",182,880904,28.3867,-15.9479,4,2016,32,0,0,22.60000038,28.66022491,79.7989502,0.009340221,22.81616592,0.218298951,0.970821875893504,-0.676547615919555
"183",183,851007,27.574,-15.905,4,2010,134,0,0,22.29999924,29.0899868,140.428421,0.007155269,30.66566658,0.128103259,0.855232499412033,-0.715124678146051
"184",184,851037,29.049,-15.882,4,2010,136,7,0.0515,26,32.24625015,141.7386017,0.001823267,30.76183319,0.355133568,0.26322572092632,-0.913049909472681
"185",185,880914,28.2964,-15.8766,4,2015,25,0,0,22.29999924,28.04548073,79.52770233,0.03277358,22.81616592,0.062088602,1.51565637721955,-0.494825372053451
"186",186,880914,28.2918,-15.8708,4,2014,29,2,0.069,22.20000076,27.44912148,77.40226746,0.03277358,22.81616211,0.110901677,1.51565637721955,-0.494825372053451
"187",187,880914,28.29,-15.8698,4,2016,46,0,0,22.29999924,28.48089027,81.38010406,0.03082793,22.81616402,0.310584388,1.48908521828459,-0.503685211941191
"188",188,851004,27.566,-15.849,4,2010,131,2,0.0153,22.39999962,29.09451294,138.1660767,0.007296567,30.66566849,0.331912656,0.86371337105363,-0.712293808436551
"189",189,880938,28.3505,-15.8041,4,2016,31,2,0.0645,21.70000076,27.65172577,84.5743103,0.02569796,22.81616211,0.114179113,1.41006761550346,-0.530033783739213
"190",190,880938,28.3505,-15.8004,4,2014,34,10,0.2941,21.70000076,27.24912071,78.16799164,0.02569796,22.81616211,0.114179113,1.41006761550346,-0.530033783739213
"191",191,880938,28.3423,-15.7932,4,2015,23,2,0.087,21.89999962,27.1308918,83.54465485,0.02784501,22.81616592,0.114179113,1.44490331870801,-0.518417540601893
"192",192,851019,28.181,-15.777,4,2010,137,5,0.0365,22.39999962,28.57026672,141.8628693,0.3145052,30.7618351,0.227127883,2.49764163902328,-0.167457389858133
"193",193,864019,35.3185,-15.6683,5,2011,59,26,0.4407,21.70000076,27.22506142,56.58540726,0.008154969,377.0125427,0.264912667,0.911954540186649,-0.696192561843893
"194",194,864016,35.4055,-15.6646,5,2011,58,25,0.431,22,27.5120945,50.70557404,0.004681607,310.2336426,0.261985605,0.671321625591886,-0.77653501539717
"195",195,864012,35.3575,-15.6608,5,2011,57,32,0.5614,21.79999924,27.42176437,53.03017044,0.006183745,340.6554871,0.245773935,0.791953321238305,-0.736249475928588
"196",196,864011,35.4512,-15.6547,5,2011,61,28,0.459,22.10000038,27.74642372,48.38702011,0.003422222,226.2977753,0.281815718,0.53557537074335,-0.821897273713274
"197",197,864022,35.289,-15.6531,5,2011,55,39,0.7091,21.5,26.91310692,58.82881927,0.009945986,331.094696,0.306849238,0.998084277236774,-0.667450718805864
"198",198,864018,35.2646,-15.6445,5,2011,60,35,0.5833,21.39999962,26.91310692,58.82881927,0.0116369,468.9015503,0.306849238,1.0662103466454,-0.644720899236809
"199",199,864014,35.3786,-15.6444,5,2011,49,33,0.6735,21.79999924,27.5120945,50.70557404,0.005376568,313.7177429,0.261985605,0.731312146747124,-0.756498285699326
"200",200,864017,35.4036,-15.6425,5,2011,47,20,0.4255,21.89999962,27.5120945,50.70557404,0.004612981,267.7015076,0.261985605,0.664922108533883,-0.778672778055077
"201",201,864028,35.2475,-15.6254,5,2011,62,52,0.8387,21.29999924,26.60505486,58.82316589,0.01218592,538.1141968,0.202691183,1.08621456691731,-0.638047225775112
"202",202,864044,35.374,-15.6235,5,2011,58,38,0.6552,21.70000076,27.3052063,51.81489944,0.005564934,370.6250916,0.156740725,0.746239730266302,-0.751513327340712
"203",203,864051,35.3395,-15.6234,5,2011,56,42,0.75,21.70000076,27.3052063,51.81489944,0.006479628,245.4108734,0.156740725,0.812219802782249,-0.729483308855108
"204",204,864015,35.4704,-15.6213,5,2011,60,27,0.45,22.20000076,27.96338463,47.11949921,0.003130068,282.6602478,0.242695718,0.496939053074808,-0.834815409134786
"205",205,864027,35.3167,-15.6181,5,2011,59,45,0.7627,21.70000076,27.12181282,53.01208878,0.007361874,313.7480469,0.051131157,0.867577903653335,-0.711003873288618
"206",206,864013,35.3924,-15.6143,5,2011,31,15,0.4839,21.89999962,27.49259949,50.62071991,0.004860751,349.9932251,0.380150671,0.687595928362559,-0.771098875269314
"207",207,864025,35.2934,-15.6086,5,2011,44,26,0.5909,21.39999962,27.12181282,53.01208878,0.00840445,334.0406799,0.051131157,0.925025734123924,-0.69183023406217
"208",208,864020,35.267,-15.6063,5,2011,53,27,0.5094,21.29999924,26.75841904,57.60056305,0.009701904,478.0465698,0.339751577,0.98730438084853,-0.671047675672456
"209",209,864052,35.3532,-15.6048,5,2011,37,20,0.5405,21.70000076,27.3052063,51.81489944,0.006051145,358.6203613,0.156740725,0.782554673705873,-0.739387480067234
"210",210,864045,35.4111,-15.5984,5,2011,40,13,0.325,22,27.49259949,50.62071991,0.004475997,359.0102539,0.380150671,0.651858978813627,-0.783036737741959
"211",211,864048,35.377,-15.5958,5,2011,48,21,0.4375,21.79999924,27.49259949,50.62071991,0.005374467,257.4649353,0.380150671,0.731142719627436,-0.756554866466858
"212",212,864034,35.4968,-15.5868,5,2011,60,30,0.5,22.39999962,27.96338463,47.11949921,0.002843312,191.4480286,0.242695718,0.455349262883805,-0.848725160681941
"213",213,864049,35.3733,-15.5723,5,2011,50,18,0.36,21.70000076,27.30064583,50.60340881,0.005809901,736.6561279,0.087477557,0.764915597103601,-0.74527708929043
"214",214,864053,35.3473,-15.5704,5,2011,45,21,0.4667,21.70000076,27.30064583,50.60340881,0.0064106,438.1266785,0.087477557,0.80757561444166,-0.731033773598021
"215",215,864023,35.3122,-15.5672,5,2011,58,44,0.7586,21.5,26.97218704,54.04901505,0.007516653,377.8364868,0.153295862,0.876601894291345,-0.70799183271091
"216",216,864054,35.4038,-15.5655,5,2011,53,22,0.4151,22,27.52110291,49.41284561,0.005009607,486.5510559,0.339120948,0.700669716266006,-0.766732114293485
"217",217,864039,35.2216,-15.5642,5,2011,45,24,0.5333,21,26.2706089,58.62579346,0.01104864,467.1091309,0.210464561,1.04370172038526,-0.652230392299004
"218",218,864021,35.2621,-15.5631,5,2011,47,28,0.5957,21,26.59572792,56.37611008,0.00926302,488.4392395,0.112808108,0.967221196467996,-0.677749132750794
"219",219,864047,35.3375,-15.5571,5,2011,54,39,0.7222,21.70000076,27.30064583,50.60340881,0.006607631,374.932312,0.087477557,0.820702547179886,-0.726651405992865
"220",220,864031,35.4505,-15.557,5,2011,49,16,0.3265,22.20000076,27.75756073,47.10375977,0.003837681,352.6214294,0.459656619,0.585199058770521,-0.805310376003509
"221",221,864024,35.2771,-15.5526,5,2011,52,37,0.7115,21.29999924,26.59572792,56.37611008,0.008863389,518.9902954,0.112808108,0.948089520947581,-0.684133396595195
"222",222,864026,35.3084,-15.5373,5,2011,50,30,0.6,21.39999962,26.83456039,52.83390427,0.008429904,490.5400085,0.321691361,0.926337506755113,-0.691392457035234
"223",223,864046,35.3875,-15.536,5,2011,57,46,0.807,21.89999962,27.55760765,47.08760834,0.005921772,406.7274475,0.2951336,0.773184449665034,-0.742516105942055
"224",224,864050,35.3582,-15.5354,5,2011,56,31,0.5536,21.70000076,27.24408531,49.39569855,0.007232549,389.3151245,0.3127073,0.859891442137122,-0.71356953845203
"225",225,864040,35.2359,-15.5264,4,2011,63,35,0.5556,21.89999962,26.12071419,176.6005402,0.01023635,297.901825,0.317713609,1.01056918664402,-0.663284957729443
"226",226,864032,35.4098,-15.5182,5,2011,37,30,0.8108,22.10000038,27.55760765,47.08760834,0.005630868,315.1203308,0.2951336,0.75134593706942,-0.749808217787623
"227",227,864029,35.3946,-15.5162,5,2011,53,37,0.6981,22,27.55760765,47.08760834,0.006079577,335.9813843,0.2951336,0.784587126303467,-0.738708878891358
"228",228,864042,35.2652,-15.5143,4,2011,61,36,0.5902,22,26.53680992,169.339859,0.01013625,328.31427,0.278161498,1.00630555897516,-0.664707562191185
"229",229,864033,35.4348,-15.513,5,2011,58,40,0.6897,22.20000076,27.79913139,47.02477264,0.004958957,390.2232056,0.395257793,0.696265238495679,-0.76820321917914
"230",230,864005,35.3254,-15.512,4,2011,60,43,0.7167,22.60000038,26.99848938,163.2146149,0.009742014,328.9375916,0.321691361,0.989094316084319,-0.670450416883423
"231",231,864006,35.3546,-15.508,5,2011,59,40,0.678,21.70000076,27.24408531,49.39569855,0.008888843,347.456543,0.3127073,0.949333544692159,-0.68371825483281
"232",232,864030,35.3916,-15.4983,5,2011,58,34,0.5862,22,27.49411392,48.12765884,0.007686089,307.6584778,0.251744506,0.886270081377131,-0.704764863663308
"233",233,864009,35.2854,-15.497,4,2011,22,16,0.7273,22.20000076,26.19899368,173.8727722,0.0110441,429.009613,0.265438347,1.04352338907258,-0.652289889882844
"234",234,864041,35.2518,-15.4902,4,2011,57,28,0.4912,21.70000076,26.19899368,173.8727722,0.01262575,251.7598419,0.265438347,1.10160102474383,-0.632914271434468
"235",235,864004,35.3109,-15.488,4,2011,60,40,0.6667,22.39999962,26.41292572,173.0999298,0.01195735,426.9389343,0.248622431,1.07799799269624,-0.640788352822036
"236",236,864007,35.3362,-15.4827,5,2011,55,41,0.7455,21.5,26.99152565,52.67472839,0.0128652,485.6759949,0.330317814,1.10975398398288,-0.630194485980043
"237",237,864038,35.3781,-15.4741,5,2011,58,36,0.6207,21.89999962,27.49411392,48.12765884,0.01136369,329.069519,0.251744506,1.0559013869965,-0.648160207428351
"238",238,864035,35.3646,-15.4581,5,2011,55,35,0.6364,21.70000076,26.85496521,52.58586502,0.01716114,475.9792786,0.2476863,1.23479912913146,-0.588484621904772
"239",239,864008,35.2827,-15.4573,5,2011,55,28,0.5091,20.5,25.70365906,62.82193756,0.0176517,500.7485657,0.334795856,1.24703250360656,-0.584404487409032
"240",240,864036,35.3415,-15.443,5,2011,65,48,0.7385,21.39999962,26.85496521,52.58586502,0.03072979,456.5345764,0.2476863,1.48770089627522,-0.504146802532534
"241",241,864010,35.3013,-15.4428,4,2011,57,36,0.6316,21.60000038,26.09536552,176.6360168,0.02995761,537.4790039,0.258607142,1.47665210813747,-0.507830945780518
"242",242,864037,35.36,-15.4399,5,2011,64,48,0.75,21.70000076,26.85496521,52.58586502,0.02394735,425.4078369,0.2476863,1.37943877765609,-0.540247512789508
"243",243,851024,28.351,-15.415,4,2010,130,6,0.0462,21.29999924,27.63761711,163.2246094,1.74277,1314.215576,0.103722187,3.24124256736454,0.0804133584645033
"244",244,851031,28.816,-15.384,4,2010,113,2,0.0177,22.10000038,28.33721542,160.7785034,0.01298346,66.54156494,0.266860854,1.11372481379972,-0.628869851904137
"245",245,840978,35.4831,-15.3335,4,2010,47,31,0.6596,23.60000038,29.08302689,97.80215454,0.004795442,398.2859802,0.211970961,0.681733339836544,-0.773057119117915
"246",246,851001,27.345,-15.213,4,2010,133,4,0.0301,22.60000038,29.1864357,139.1643982,0.001459186,28.71427536,0.548160402,0.167076781263431,-0.945296448595478
"247",247,851040,29.627,-15.082,4,2010,141,82,0.5816,23.79999924,29.26154518,132.5661774,0.000142635,6.257686615,0.103901473,-0.816345868976298,-1.28192463118201
"249",249,850995,27.1,-15.032,4,2010,145,5,0.0345,22.10000038,28.64320946,145.545929,0.007369811,6.351461411,0.648759462,0.868045239504865,-0.710847883183553
"250",250,851028,28.383,-14.985,4,2010,150,3,0.02,21.60000038,27.80838966,131.2772064,0.03489091,21.70991135,0.217479631,1.54283675082239,-0.485762567814376
"251",251,851034,28.832,-14.732,4,2010,123,10,0.0813,22.20000076,27.99578857,110.8347778,0.01177284,21.61798859,0.073870509,1.0712499804065,-0.643039586088479
"252",252,851010,28.072,-14.657,4,2010,132,4,0.0303,21.60000038,28.05743408,120.4740448,0.02382047,20.48264694,0.519841933,1.37713260786864,-0.541016557911719
"253",253,851016,28.149,-14.365,4,2010,130,8,0.0615,21.60000038,27.88106918,119.3179474,0.003742418,17.00643349,0.292811753,0.574311210565775,-0.808949235564345
"254",254,851022,28.203,-14.196,4,2010,120,6,0.05,21.5,27.81555176,121.6065216,0.002771297,17.00643539,0.511655053,0.444247367351769,-0.852438976122729
"255",255,840971,34.9977,-14.1777,4,2010,57,36,0.6316,24.60000038,29.76546097,92.29275513,0.001421239,59.65299225,0.653349069,0.155712161862018,-0.949110961203786
"256",256,840959,34.5155,-13.9582,4,2010,47,27,0.5745,25,30.00985527,124.6931381,0.001117691,342.7248535,0.209442511,0.0521901143822783,-0.983892748710222
"257",257,840957,34.3795,-13.5212,4,2010,42,23,0.5476,25,29.67948151,165.0848846,0.000711923,951.0223389,0,-0.141509121624858,-1.04918899204777
"258",258,840951,34.1742,-13.4457,4,2010,60,30,0.5,24,29.1203537,163.2411194,0.000838513,22.40353775,0.264363452,-0.0713414995042136,-1.02549673328744
"259",259,840954,34.2813,-13.2301,4,2010,50,18,0.36,24.89999962,29.70994377,225.7565155,0.000393626,262.415741,0.27830153,-0.394020865991025,-1.13497207434548
"260",260,840953,34.25,-13.1695,4,2010,46,13,0.2826,24.79999924,29.66677094,234.4754791,0.000409047,148.2843933,0.329780097,-0.377737264155618,-1.12940892938636
"261",261,840949,34.0547,-12.3567,4,2010,46,19,0.413,25.20000076,29.65005875,278.8453979,0.00070312,195.9856415,0.600420094,-0.146837383257899,-1.05099018284528
"262",262,840947,34.03,-12.312,4,2010,36,12,0.3333,25,29.70157433,281.6348572,0.000362916,567.3700562,0.376344967,-0.428388982788758,-1.14673129483006
"263",263,840945,34.0026,-12.203,4,2010,36,29,0.8056,24.89999962,29.39970779,292.0964966,0.000134613,230.9333038,0.701353504,-0.839792664340997,-1.29030433230174
"264",264,2138024,28.8134,-9.354,3,2017,21,13,0.619,24.20000076,29.08210754,200.4669342,0.000961178,68.57196808,0.754252042,-0.0127011641877008,-1.00573205937953
"265",265,2138024,28.8134,-9.354,7,2017,23,9,0.3913,21,29.07569122,0,0.000961178,68.57196808,0.754252042,-0.0127011641877008,-1.00573205937953
"266",266,2136274,28.7221,-9.3092,1,2017,29,6,0.2069,24.39999962,29.08842087,241.1941528,0.01230114,0,0.47677401,1.09029827005447,-0.636684879580707
"267",267,2136274,28.7221,-9.3092,3,2017,25,2,0.08,24.70000076,28.90717316,196.2450104,0.01230114,0,0.47677401,1.09029827005447,-0.636684879580707
"268",268,2136274,28.7221,-9.3092,5,2017,20,9,0.45,24.60000038,29.68593025,90.82614899,0.01230114,0,0.47677401,1.09029827005447,-0.636684879580707
"269",269,2136624,28.7676,-9.309,1,2017,23,4,0.1739,24.20000076,29.25719643,243.4554291,0.002187585,68.57197571,0.518297537,0.341945682069831,-0.886678354396927
"270",270,2136624,28.7676,-9.309,5,2017,33,18,0.5455,24.20000076,29.75863457,94.42472076,0.002187585,68.57197571,0.518297537,0.341945682069831,-0.886678354396927
"271",271,2136624,28.7676,-9.309,7,2017,36,20,0.5556,21.20000076,28.89159393,0,0.002187585,68.57197571,0.518297537,0.341945682069831,-0.886678354396927
"272",272,2136624,28.7676,-9.309,9,2017,30,8,0.2667,22.60000038,30.36315727,1,0.002187585,68.57197571,0.518297537,0.341945682069831,-0.886678354396927
"273",273,1629574,37.1142,-6.9705,5,2015,55,13,0.2364,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"274",274,1629574,37.1142,-6.9705,5,2015,21,3,0.1429,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"275",275,1629574,37.1142,-6.9705,5,2015,23,2,0.087,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"276",276,1629574,37.1142,-6.9705,5,2015,54,15,0.2778,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"277",277,1629574,37.1142,-6.9705,5,2015,21,5,0.2381,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"278",278,1629574,37.1142,-6.9705,5,2015,22,3,0.1364,25.39999962,30.0122509,387.3392334,0.000131391,22.42393494,0.495685408,-0.849578233924789,-1.29381146066413
"279",279,1668774,37.0708,-6.9666,5,2015,29,2,0.069,25.39999962,29.95604515,377.8701172,0.000168124,22.42393494,0.541747007,-0.749277560798718,-1.25812342860847
"280",280,1668774,37.0708,-6.9666,5,2015,29,1,0.0345,25.39999962,29.95604515,377.8701172,0.000168124,22.42393494,0.541747007,-0.749277560798718,-1.25812342860847
"281",281,1668774,37.0708,-6.9666,5,2015,34,5,0.1471,25.39999962,29.95604515,377.8701172,0.000168124,22.42393494,0.541747007,-0.749277560798718,-1.25812342860847
"282",282,1668774,37.0708,-6.9666,5,2015,34,3,0.0882,25.39999962,29.95604515,377.8701172,0.000168124,22.42393494,0.541747007,-0.749277560798718,-1.25812342860847
"283",283,1607174,37.0777,-6.9524,5,2015,39,2,0.0513,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"284",284,1607174,37.0777,-6.9524,5,2015,24,2,0.0833,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"285",285,1607174,37.0777,-6.9524,5,2015,26,2,0.0769,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"286",286,1607174,37.0777,-6.9524,5,2015,38,2,0.0526,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"287",287,1607174,37.0777,-6.9524,5,2015,47,6,0.1277,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"288",288,1607174,37.0777,-6.9524,5,2015,21,5,0.2381,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"289",289,1607174,37.0777,-6.9524,5,2015,47,5,0.1064,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"290",290,1607174,37.0777,-6.9524,5,2015,21,5,0.2381,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"291",291,1607174,37.0777,-6.9524,5,2015,40,5,0.125,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"292",292,1607174,37.0777,-6.9524,5,2015,24,4,0.1667,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"293",293,1607174,37.0777,-6.9524,5,2015,26,2,0.0769,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"294",294,1607174,37.0777,-6.9524,5,2015,38,3,0.0789,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"295",295,1809974,37.0806,-6.9507,5,2015,33,9,0.2727,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"296",296,1809974,37.0806,-6.9507,5,2015,24,1,0.0417,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"297",297,1809974,37.0806,-6.9507,5,2015,23,1,0.0435,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"298",298,1809974,37.0806,-6.9507,5,2015,33,4,0.1212,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"299",299,1809974,37.0806,-6.9507,5,2015,24,5,0.2083,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"300",300,1809974,37.0806,-6.9507,5,2015,23,3,0.1304,25.39999962,29.86405373,371.1506042,0.000204727,22.42393875,0.309353307,-0.668113343482877,-1.22960829250812
"301",301,1804074,37.1085,-6.934,5,2015,59,14,0.2373,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"302",302,1804074,37.1085,-6.934,5,2015,23,7,0.3043,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"303",303,1804074,37.1085,-6.934,5,2015,41,13,0.3171,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"304",304,1804074,37.1085,-6.934,5,2015,20,1,0.05,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"305",305,1804074,37.1085,-6.934,5,2015,59,8,0.1356,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"306",306,1804074,37.1085,-6.934,5,2015,23,2,0.087,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"307",307,1804074,37.1085,-6.934,5,2015,41,11,0.2683,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"308",308,1804074,37.1085,-6.934,5,2015,20,2,0.1,25.39999962,29.90083694,366.8693848,0.00020835,22.42393494,0.36430015,-0.660846803742641,-1.22706883173557
"309",309,863705,37.0636,-6.8672,5,2012,258,20,0.0775,25.29999924,29.65691948,197.5538177,0.000694391,33.06135941,0.342557015,-0.152186201647559,-1.05279863889492
"310",310,863705,37.0636,-6.8672,5,2012,258,58,0.2248,25.29999924,29.65691948,197.5538177,0.000694391,33.06135941,0.342557015,-0.152186201647559,-1.05279863889492
"311",311,863705,37.1993,-6.8487,5,2012,253,35,0.1383,25.60000038,29.91495323,187.9730225,0.000310472,33.06136703,0.688432577,-0.494209909286209,-1.16932585356162
"312",312,863705,37.1993,-6.8487,5,2012,253,22,0.087,25.60000038,29.91495323,187.9730225,0.000310472,33.06136703,0.688432577,-0.494209909286209,-1.16932585356162
"313",313,863705,37.3873,-6.6673,5,2012,239,6,0.0251,25.89999962,29.92808914,156.0708923,0.000857756,25.57056046,0.396294322,-0.0616023747664522,-1.02221207845763
"314",314,863705,37.3873,-6.6673,5,2012,239,2,0.0084,25.89999962,29.92808914,156.0708923,0.000857756,25.57056046,0.396294322,-0.0616023747664522,-1.02221207845763
"316",316,851207,39.1869,-4.6438,3,2010,653,157,0.2404,28.29999924,33.55493164,24.16265869,0.000826944,116.9669037,0.366945187,-0.0773035997183428,-1.02750796651128
"317",317,855823,39.3394,-4.6358,10,2010,38,0,0,24.70000076,28.49973869,52.87643814,0.001202571,97.16875458,0.652112616,0.0837071773818931,-0.973296424458598
"318",318,838136,39.3836,-4.6176,10,2010,49,1,0.0204,24.70000076,28.65987778,58.73402786,0.001435079,177.5295105,0.645422131,0.159891589878891,-0.94770806356442
"319",319,838127,39.3494,-4.6021,3,2010,38,2,0.0526,28,32.6535759,23.72355652,0.001414362,97.16874695,0.576502918,0.15362037878314,-0.949813140155773
"320",320,838127,39.3494,-4.6021,7,2010,35,1,0.0286,25.10000038,29.04699707,40.25296021,0.001414362,97.16874695,0.576502918,0.15362037878314,-0.949813140155773
"321",321,838127,39.3494,-4.6021,9,2010,31,4,0.129,24.20000076,28.68890572,27.36289597,0.001414362,97.16874695,0.576502918,0.15362037878314,-0.949813140155773
"322",322,838127,39.3494,-4.6021,10,2010,49,2,0.0408,24.79999924,28.74841309,59.8690033,0.001414362,97.16874695,0.576502918,0.15362037878314,-0.949813140155773
"323",323,838018,39.2838,-4.5702,3,2010,52,3,0.0577,28.20000076,33.40139771,23.37565804,0.001363566,126.6472473,0.407266571,0.137849532156402,-0.955107945425332
"324",324,838018,39.2838,-4.5702,7,2010,50,1,0.02,25.20000076,29.35426712,34.08242035,0.001363566,126.6472473,0.407266571,0.137849532156402,-0.955107945425332
"325",325,838018,39.2838,-4.5702,9,2010,47,3,0.0638,24.29999924,29.0831604,25.10247421,0.001363566,126.6472473,0.407266571,0.137849532156402,-0.955107945425332
"326",326,838018,39.2838,-4.5702,10,2010,57,0,0,24.89999962,29.33801651,57.45554352,0.001363566,126.6472473,0.407266571,0.137849532156402,-0.955107945425332
"327",327,838079,39.1777,-4.5645,3,2010,47,3,0.0638,28.29999924,33.70021057,24.24065399,0.001036893,101.9205627,0.533940407,0.0199022959250296,-0.994755352469208
"328",328,838079,39.1777,-4.5645,7,2010,50,0,0,24.89999962,29.29215622,29.99785614,0.001036893,101.9205627,0.533940407,0.0199022959250296,-0.994755352469208
